,acopio,Comando Con Venezuela,Barinas,Av. Marqués del Pumar diagonal al Hotel Comercio Casa Azul,8.6231,-70.2075,,"Agua, alimentos no perecederos, insumos médicos, ropa y abrigos.",,Lista colaborativa de @marielozadab y @nathaliesayago,,2026-06-25,por_verificar
,acopio,Comando Con Venezuela,Barinas,"Municipio Ezequiel Zamora Restaurant O'Maria Carrera 5 con calles 18 y 19, Santa Bárbara de Barinas",8.621293,-70.205136,0424714 10 72 — 0424 7463080,"Agua, alimentos no perecederos, insumos médicos, ropa y abrigos.",,Lista colaborativa de @marielozadab y @nathaliesayago,,2026-06-25,por_verificar
,acopio,Comando Con Venezuela,Barinas,Municipio Cruz Paredes Av Bolívar diagonal al Hotel del Búfalo Casa Azul Barrancas,8.623314,-70.210987,4145298154,"Agua, alimentos no perecederos, insumos médicos, ropa y abrigos.",,Lista colaborativa de @marielozadab y @nathaliesayago,,2026-06-25,por_verificar
,acopio,Sociedad civil,Lara,"Tatas Food, carrera 15 entre calles 13A y 13B",10.0647,-69.347,,"Agua, alimentos no perecederos, insumos médicos, ropa y abrigos.",,Lista colaborativa de @marielozadab y @nathaliesayago,,2026-06-25,por_verificar
,acopio,Voluntariado Higea,Lara,Fundación Higea y Biotel Suites,10.062893,-69.344636,https://www.instagram.com/voluntariadohigea?igsh=MXBxYXAzdHh3cnBsdg==,"Alimentos no perecederos, medicinas, insumos médicos, cobijas y ropa",,Lista colaborativa de @marielozadab y @nathaliesayago,,2026-06-25,por_verificar
,acopio,Colegio Las Colinas,Lara,"Colegio Las Colinas, entrada El Pedregal",10.064914,-69.350487,https://www.instagram.com/colegiolascolinas1969?igsh=MWt6cG5taHg2d2N5bA==,"Herramientas, insumos médicos y medicamentos",,Lista colaborativa de @marielozadab y @nathaliesayago,,2026-06-25,por_verificar
,acopio,Cámara de Comercio de Bolívar,Bolívar,"Sede de la Cámara de Comercio e Industrias del estado Bolívar, av Táchira",8.1222,-63.5497,@camaradecomerciobolivar,"Agua, alimentos, insumos médicos, artículos de higiene, ropa y sábanas",,Lista colaborativa de @marielozadab y @nathaliesayago,,2026-06-25,por_verificar
,acopio,Comando Con Venezuela,Bolívar,"Municipio Caroní: Centro Comercial Biblos. Primer piso, Local 71 C. Antes Todo limpio (Frente a los trailer de Bauxilum y al lado de la Bomba Biblos) Unare II.",8.120393,-63.547336,https://www.instagram.com/p/DZ_0rjlljwk/?igsh=MWJwbTk1MXhhYWtkcg%3D%3D,"Agua, alimentos no perecederos, insumos médicos, ropa y abrigos.",,Lista colaborativa de @marielozadab y @nathaliesayago,,2026-06-25,por_verificar
,acopio,Comando Con Venezuela,Bolívar,Municipio Heres: Av Pichincha Edificio Tequendama Local No 4.,8.122414,-63.553187,https://www.instagram.com/p/DZ_0rjlljwk/?igsh=MWJwbTk1MXhhYWtkcg%3D%3D,"Agua, alimentos no perecederos, insumos médicos, ropa y abrigos.",,Lista colaborativa de @marielozadab y @nathaliesayago,,2026-06-25,por_verificar
,acopio,Fitness Factory Cabudare,Lara,"CC Hipermercado Multimall, Avenida El Placer, con Av. Libertador,",10.0286,-69.2611,https://www.instagram.com/p/DaApx5TAAkN/?img_index=1&igsh=MWprOWNwODh2eHowdA==,"Agua, alimentos no perecederos, productos de higiene personal, pañales, formula para bebés, cobijas, mantas y ropa en buen estado",,Lista colaborativa de @marielozadab y @nathaliesayago,,2026-06-25,por_verificar
